trialIndex,experimentType,partnerAgentType,currentPlayer,participantId,roomId,humanPlayerIndex,aiPlayerIndex,partnerFallbackOccurred,partnerFallbackReason,partnerFallbackStage,partnerFallbackTime,partnerFallbackAIType,collaborationSucceeded,player1GoalReachedStep,player2GoalReachedStep,newGoalPresented,newGoalPosition,distanceCondition,isNewGoalCloserToPlayer2,trialStartTime,gptErrorEvents,currentPlayerIndex,player1Trajectory,player2Trajectory,player1Actions,player2Actions,player1RT,player2RT,player1CurrentGoal,player2CurrentGoal,player1FirstDetectedGoal,player2FirstDetectedGoal,player1FinalReachedGoal,player2FinalReachedGoal,firstDetectedSharedGoal,_finalized,completed,endTime,newGoalPresentedTime,totalSteps,source_file,file_index
0,2P2G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,31,21,False,,no_new_goal,,1757695227434,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[8,7],[9,7],[9,8],[9,9],[9,10],[9,11],[10,11],[10,12],[10,11],[10,10],[10,9],[10,8],[10,7],[10,6],[10,5],[10,4],[10,3],[10,2],[10,1],[10,0],[9,0],[8,0],[8,1]]","[[4,7],[3,7],[2,7],[1,7],[2,7],[3,7],[4,7],[5,7],[4,7],[5,7],[6,7],[7,7],[8,7],[8,8],[9,8],[9,7],[9,6],[9,5],[9,4],[9,3],[9,2]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[1,0],[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[0,1],[1,0]]","[[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[1405,1740,2025,2316,2561,2794,3302,4026,5247,6182,7296,9447,10470,15596,16821,18597,18867,19955,20189,20602,21012,21271,21733,22178,22492,22902,23234,24399,24800,25114,26449]","[1405,1740,2025,2316,2561,2794,3302,4026,5247,6182,7296,9447,10470,15596,16821,18597,18867,19955,20189,20602,21012]","[null,null,null,null,null,null,null,null,null,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,null,null,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,1.0,0,0,,False,True,1757695253883,,31,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
1,2P2G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,21,15,False,,no_new_goal,,1757695255890,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,6],[8,6],[9,6],[8,6],[9,6],[10,6],[9,6],[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]","[[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[6,5],[5,5],[4,5],[5,5],[4,5],[3,5],[2,5],[1,5]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[1,0],[1,0],[-1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1]]","[1883,5251,5841,5993,6149,6531,8128,8501,8966,10175,11816,13147,14358,14520,15501,15740,16261,16443,17138,17590,18064]","[1883,5251,5841,5993,6149,6531,8128,8501,8966,10175,11816,13147,14358,14520,15501]","[null,null,null,null,null,null,null,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,,False,True,1757695273955,,21,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
3,2P2G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,21,17,False,,no_new_goal,,1757695277971,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[8,8],[9,8],[8,8],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[2,7],[2,6],[2,7],[2,8],[1,8]]","[[7,4],[6,4],[7,4],[6,4],[7,4],[6,4],[6,5],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6],[0,7],[0,8],[1,8]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,1],[0,1],[-1,0],[0,1]]","[[-1,0],[1,0],[-1,0],[1,0],[-1,0],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[1,0],[0,1]]","[1407,2105,2717,3148,3660,4376,5191,5840,7090,7814,8150,8533,9154,9601,11034,12061,13063,14103,14265,16048,17282]","[1407,2105,2717,3148,3660,4376,5191,5840,7090,7814,8150,8533,9154,9601,11034,12061,13063]","[null,null,null,null,null,null,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,,False,True,1757695295254,,21,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
4,2P2G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,13,15,False,,no_new_goal,,1757695297262,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1]","[[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2]]","[[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[5,7],[5,6],[5,5],[5,4],[5,3],[5,2],[6,2],[5,2],[5,1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[-1,0],[0,-1],[1,0]]","[2724,3298,3964,4070,4259,4872,6077,6427,7408,8132,8511,8968,9492]","[2724,3298,3964,4070,4259,4872,6077,6427,7408,8132,8511,8968,9492,9862,10305]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,,False,True,1757695307567,,15,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
5,2P2G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,0.0,36,29,False,,no_new_goal,,1757695309576,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0]","[[7,11],[7,12],[7,11],[8,11],[9,11],[10,11],[11,11],[10,11],[9,11],[8,11],[7,11],[6,11],[5,11],[4,11],[3,11],[2,11],[1,11],[0,11],[1,11],[2,11],[3,11],[3,10],[3,9],[3,8],[3,7],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6],[9,6],[10,6],[11,6],[12,6],[13,6]]","[[7,1],[6,1],[7,1],[6,1],[7,1],[8,1],[9,1],[10,1],[11,1],[10,1],[11,1],[11,2],[10,2],[11,2],[10,2],[9,2],[8,2],[7,2],[6,2],[5,2],[4,2],[3,2],[2,2],[1,2],[0,2],[0,2],[0,3],[0,4],[0,5]]","[[0,1],[0,-1],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[[-1,0],[1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[1,0],[0,1],[-1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1]]","[1444,1554,2079,2295,2770,3115,3757,3911,4157,4408,4674,5042,5319,5562,5907,6145,6664,7894,8813,9389,9839,10654,11331,11857,12386,12904,13426,13836,13956,14088,14327,15004,15131,15523,15672,16053]","[1444,1554,2079,2295,2770,3115,3757,3911,4157,4408,4674,5042,5319,5562,5907,6145,6664,7894,8813,9389,9839,10654,11331,11857,12386,12904,13426,13836,13956]","[null,null,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1]","[0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,1,0,,False,False,1757695325629,,36,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
7,2P2G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,13,23,False,,no_new_goal,,1757695329641,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[6,6],[6,5],[6,4],[5,4],[5,3],[4,3],[4,2],[3,2],[3,1],[4,1],[5,1],[4,1],[5,1],[6,1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[-1,0],[0,-1],[-1,0],[0,-1],[1,0],[1,0],[-1,0],[1,0],[1,0],[1,0]]","[1532,1793,2287,2925,3124,3438,3853,4417,5033,5509,6471,7236,8104]","[1532,1793,2287,2925,3124,3438,3853,4417,5033,5509,6471,7236,8104,8902,9190,9647,9816,10032,10737,11220,11337,11710,12093]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,,False,True,1757695341735,,23,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
0,2P3G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,15,31,True,"[7,5]",closer_to_player2,1.0,1757695350663,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9],[0,9]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[5,8],[5,9],[4,9],[3,9],[2,9],[1,9],[0,9],[0,9],[0,9],[1,9],[2,9],[1,9],[0,9],[0,9],[1,9],[1,8],[1,7],[0,7],[0,7],[0,6],[0,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[1,0],[0,-1],[0,-1],[-1,0],[-1,0],[0,-1],[0,1],[0,1]]","[1727,2755,2906,3464,3623,4020,4214,5941,6434,7049,8597,9610,10131,11349,12375]","[1727,2755,2906,3464,3623,4020,4214,5941,6434,7049,8597,9610,10131,11349,12375,13433,13662,14093,14436,14989,15338,15647,15857,16191,16587,16904,17452,17718,18096,18485,18837]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695369501,8.0,31,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
1,2P3G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,24,22,True,"[6,3]",equal_to_both,0.0,1757695371508,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0]","[[7,1],[8,1],[8,2],[8,3],[8,4],[8,5],[8,6],[8,7],[8,8],[8,9],[9,9],[10,9],[9,9],[8,9],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9],[0,9],[0,8],[0,7]]","[[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[0,5],[0,6],[1,6],[2,6],[2,7],[2,8],[2,7]]","[[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[1,0],[1,0],[0,1],[0,1],[0,-1],[-1,0]]","[1307,1675,2121,2558,2880,3174,3401,4018,4512,5046,5661,7398,8164,8528,9163,10267,10819,11280,11593,12107,12723,13743,14808,15492]","[1307,1675,2121,2558,2880,3174,3401,4018,4512,5046,5661,7398,8164,8528,9163,10267,10819,11280,11593,12107,12723,13743]","[1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757695387002,14.0,24,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
2,2P3G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,46,50,False,,no_new_goal,,1757695389011,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[9,7],[8,7],[8,6],[8,5],[8,4],[8,3],[8,2],[9,2],[10,2],[10,1],[11,1],[11,2],[10,2],[9,2],[8,2],[7,2],[6,2],[5,2],[4,2],[3,2],[3,1],[3,0],[3,0],[4,0],[5,0],[5,1],[5,2],[5,3],[6,3],[7,3],[8,3],[9,3],[9,2],[9,1],[9,0],[9,0],[8,0]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[5,7],[6,7],[5,7],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6],[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[5,6],[5,5],[5,4],[4,4],[3,4],[2,4],[2,3],[2,2],[2,1],[2,0],[3,0],[2,0],[1,0],[0,0],[0,0],[1,0],[2,0],[3,0],[4,0],[3,0],[2,0],[3,0],[4,0],[5,0],[6,0]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[0,-1],[1,0],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[1105,1467,2004,2290,2675,2866,3100,3269,3385,4367,5017,5343,5841,6387,6896,7915,9534,9862,11091,12109,13724,14245,14732,14871,15276,15804,16319,16914,17395,17953,18593,19085,20749,21264,21752,22454,22970,23647,24308,24795,25220,25528,25860,26858,27110,27890]","[1105,1467,2004,2290,2675,2866,3100,3269,3385,4367,5017,5343,5841,6387,6896,7915,9534,9862,11091,12109,13724,14245,14732,14871,15276,15804,16319,16914,17395,17953,18593,19085,20749,21264,21752,22454,22970,23647,24308,24795,25220,25528,25860,26858,27110,27890,28967,29233,29450,29715]","[null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695418726,,50,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
3,2P3G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,31,23,True,"[12,6]",equal_to_both,0.0,1757695420733,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[7,8],[8,8],[9,8],[10,8],[11,8],[11,7],[11,6],[11,5],[11,4],[10,4],[9,4],[8,4],[7,4],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4],[0,4],[0,5],[0,6]]","[[7,0],[6,0],[7,0],[7,1],[8,1],[8,2],[9,2],[10,2],[9,2],[8,2],[7,2],[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3],[0,3],[0,3],[0,4],[0,5],[0,6]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1]]","[[-1,0],[1,0],[0,1],[1,0],[0,1],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1]]","[1592,2241,3095,3537,3752,3982,4665,7017,7198,7476,7996,8452,9748,10911,11336,12445,13601,14173,14471,14804,14996,15318,15557,15866,16105,16437,16608,16745,17514,17973,18137]","[1592,2241,3095,3537,3752,3982,4665,7017,7198,7476,7996,8452,9748,10911,11336,12445,13601,14173,14471,14804,14996,15318,15557]","[null,null,null,null,null,null,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0]","[0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,1.0,False,True,1757695438871,8.0,31,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
4,2P3G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,26,22,True,"[8,5]",closer_to_player1,0.0,1757695440880,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0]","[[7,0],[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[8,8],[9,8],[10,8],[11,8],[10,8],[9,8],[8,8],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8],[0,8],[0,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[6,5],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4],[0,4],[0,4],[0,5],[0,6]]","[[0,-1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1]]","[1209,1672,2182,2718,3090,3632,3976,4149,4605,5919,6080,6943,7560,8475,8788,9002,9525,10226,10386,10738,11144,11699,12244,12675,13297,13906]","[1209,1672,2182,2718,3090,3632,3976,4149,4605,5919,6080,6943,7560,8475,8788,9002,9525,10226,10386,10738,11144,11699]","[null,null,null,null,null,null,null,null,null,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757695454788,17.0,26,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
5,2P3G,gpt-4.1-mini,1,6646cdbd7a8e4d39556e459b,3f333c71-69b9-47d2-afa2-a8cdd8a7a34f,0.0,1.0,False,,,,gpt-4.1-mini,1.0,15,13,True,"[5,8]",equal_to_both,0.0,1757695456803,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2],[6,1],[6,0],[7,0]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[0,1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[1359,2516,2894,3612,4432,5217,6381,7417,8166,8898,9549,10269,10905,12009,12825]","[1359,2516,2894,3612,4432,5217,6381,7417,8166,8898,9549,10269,10905]","[null,null,null,null,null,null,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695469631,8.0,15,experiment_data_6646cdbd7a8e4d39556e459b_room_3f333c71-69b9-47d2-afa2-a8cdd8a7a34f_2025-09-12T16-48-15-511Z.xlsx,9
